User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
42121dbe,29,1,479.31,4,2,4,10,Champions
42139082,171,1,20.58,2,2,1,5,At Risk
421a5df2,242,1,126.61,2,2,2,6,Potential Loyalists
42385946,96,1,445.01,3,2,4,9,Loyal Customers
4247e6a0,228,1,207.94,2,2,3,7,Potential Loyalists
426308a5,69,1,205.71,4,2,3,9,Loyal Customers
4277aa34,71,1,410.96,4,2,4,10,Champions
427a8468,15,1,336.37,4,2,4,10,Champions
429251e4,164,1,187.5,2,2,2,6,Potential Loyalists
4298c35a,242,1,208.66,2,2,3,7,Potential Loyalists
42e37951,56,1,168.26,4,2,2,8,Loyal Customers
42fe34af,148,1,257.25,3,2,3,8,Loyal Customers
430033d1,162,1,72.96,3,2,1,6,Potential Loyalists
431691b6,124,1,93.65,3,2,1,6,Potential Loyalists
4319ad38,316,1,29.96,1,2,1,4,At Risk
4340e57f,298,1,357.49,1,2,4,7,Potential Loyalists
4350a1b5,299,1,124.34,1,2,2,5,At Risk
4356aab2,220,1,307.43,2,2,4,8,Loyal Customers
43666819,6,1,263.63,4,2,3,9,Loyal Customers
437194ae,177,1,49.46,2,2,1,5,At Risk
438674fe,231,1,55.24,2,2,1,5,At Risk
43dd49d4,103,1,342.24,3,2,4,9,Loyal Customers
43ed571c,95,1,316.98,3,2,4,9,Loyal Customers
43f041a9,151,1,152.86,3,2,2,7,Potential Loyalists
43fbc7a3,76,1,222.28,4,2,3,9,Loyal Customers
4401eb85,100,1,181.56,3,2,2,7,Potential Loyalists
4408ba1e,292,1,140.45,1,2,2,5,At Risk
440ae23c,89,1,124.76,3,2,2,7,Potential Loyalists
4413e887,301,1,158.67,1,2,2,5,At Risk
4432a8ba,83,1,239.13,3,2,3,8,Loyal Customers
444ac86f,206,1,379.15,2,2,4,8,Loyal Customers
4458ab6a,174,1,413.65,2,2,4,8,Loyal Customers
4459da09,189,1,214.92,2,2,3,7,Potential Loyalists
447148db,132,1,294.74,3,2,3,8,Loyal Customers
44855e31,121,1,218.36,3,2,3,8,Loyal Customers
44898eb5,114,1,353.93,3,2,4,9,Loyal Customers
449367d1,43,1,316.69,4,2,4,10,Champions
449c33f0,255,1,152.66,1,2,2,5,At Risk
44b22350,220,1,266.3,2,2,3,7,Potential Loyalists
44cf89f5,19,1,95.18,4,2,1,7,Potential Loyalists
44e06509,275,1,126.58,1,2,2,5,At Risk
4515f435,138,1,247.81,3,2,3,8,Loyal Customers
45177a4d,195,1,164.22,2,2,2,6,Potential Loyalists
451cdc5b,98,1,103.58,3,2,1,6,Potential Loyalists
451f1008,39,1,380.47,4,2,4,10,Champions
45251ee1,194,1,247.0,2,2,3,7,Potential Loyalists
453e4fd0,157,1,213.35,3,2,3,8,Loyal Customers
4566a916,167,1,107.5,2,2,2,6,Potential Loyalists
4578c08e,97,1,426.75,3,2,4,9,Loyal Customers
458c8213,234,1,83.63,2,2,1,5,At Risk
458ce5f7,276,1,77.34,1,2,1,4,At Risk
45990e99,153,1,306.17,3,2,4,9,Loyal Customers
45a007f7,215,1,306.27,2,2,4,8,Loyal Customers
45a1a4c3,196,1,308.12,2,2,4,8,Loyal Customers
45ae61a8,112,1,182.69,3,2,2,7,Potential Loyalists
45b689eb,180,1,79.39,2,2,1,5,At Risk
45ceb957,7,1,85.65,4,2,1,7,Potential Loyalists
45e5b448,46,1,336.27,4,2,4,10,Champions
45e86006,41,1,287.98,4,2,3,9,Loyal Customers
45ea58e2,105,1,222.18,3,2,3,8,Loyal Customers
45f3661b,42,1,25.91,4,2,1,7,Potential Loyalists
45f92c91,96,1,175.86,3,2,2,7,Potential Loyalists
45fc0bf7,169,1,8.11,2,2,1,5,At Risk
460c3e00,316,1,309.46,1,2,4,7,Potential Loyalists
4619caa9,286,1,164.88,1,2,2,5,At Risk
4632f85b,260,1,289.32,1,2,3,6,Potential Loyalists
464108ea,187,1,209.7,2,2,3,7,Potential Loyalists
4658f0ae,230,1,52.72,2,2,1,5,At Risk
465c254b,300,1,315.86,1,2,4,7,Potential Loyalists
46691b96,75,1,293.55,4,2,3,9,Loyal Customers
4674ffc8,296,1,333.65,1,2,4,7,Potential Loyalists
46788479,325,1,307.23,1,2,4,7,Potential Loyalists
468925cf,69,1,259.13,4,2,3,9,Loyal Customers
469d4f94,239,1,135.76,2,2,2,6,Potential Loyalists
46b35e44,286,1,254.14,1,2,3,6,Potential Loyalists
46b58d00,10,1,94.67,4,2,1,7,Potential Loyalists
46b85373,2,1,130.27,4,2,2,8,Loyal Customers
46b8e9cc,126,1,342.65,3,2,4,9,Loyal Customers
46bfad22,20,1,45.33,4,2,1,7,Potential Loyalists
46ce5341,96,1,233.57,3,2,3,8,Loyal Customers
46de6e12,39,1,140.94,4,2,2,8,Loyal Customers
470c391e,315,1,395.44,1,2,4,7,Potential Loyalists
47154b02,100,1,77.91,3,2,1,6,Potential Loyalists
4715f106,275,1,330.43,1,2,4,7,Potential Loyalists
4720abd8,10,1,179.19,4,2,2,8,Loyal Customers
473dac31,101,1,252.68,3,2,3,8,Loyal Customers
4769336c,269,1,233.43,1,2,3,6,Potential Loyalists
4789f600,130,1,39.14,3,2,1,6,Potential Loyalists
47985b63,13,1,346.92,4,2,4,10,Champions
47a50dbd,22,1,214.69,4,2,3,9,Loyal Customers
47dfa10f,262,1,431.38,1,2,4,7,Potential Loyalists
47f1f74b,56,1,296.57,4,2,3,9,Loyal Customers
47f7f0af,165,1,121.92,2,2,2,6,Potential Loyalists
47f9d151,186,1,58.34,2,2,1,5,At Risk
47fc4fce,257,1,379.11,1,2,4,7,Potential Loyalists
48091eea,113,1,71.16,3,2,1,6,Potential Loyalists
480b55c6,77,1,212.07,4,2,3,9,Loyal Customers
480be977,95,1,340.63,3,2,4,9,Loyal Customers
480c40b5,246,1,7.69,1,2,1,4,At Risk
4851e157,151,1,112.71,3,2,2,7,Potential Loyalists
4852a573,10,1,225.88,4,2,3,9,Loyal Customers
48655454,237,1,136.25,2,2,2,6,Potential Loyalists
486ac471,116,1,83.41,3,2,1,6,Potential Loyalists
486bec14,154,1,176.77,3,2,2,7,Potential Loyalists
4884a43e,196,1,315.76,2,2,4,8,Loyal Customers
48868729,71,1,255.03,4,2,3,9,Loyal Customers
48a6965d,44,1,251.13,4,2,3,9,Loyal Customers
48b15e02,272,1,57.67,1,2,1,4,At Risk
48cd8d57,304,1,44.96,1,2,1,4,At Risk
48cf349d,84,1,141.69,3,2,2,7,Potential Loyalists
48d36506,26,1,359.1,4,2,4,10,Champions
48d6fb7f,5,1,30.0,4,2,1,7,Potential Loyalists
48f6819e,319,1,267.98,1,2,3,6,Potential Loyalists
490111ac,163,1,174.41,3,2,2,7,Potential Loyalists
4905b683,229,1,454.48,2,2,4,8,Loyal Customers
493c00b1,227,1,344.68,2,2,4,8,Loyal Customers
4941470e,224,1,255.06,2,2,3,7,Potential Loyalists
4945f220,137,1,438.59,3,2,4,9,Loyal Customers
494e205f,36,1,235.04,4,2,3,9,Loyal Customers
495bd9f4,280,1,146.6,1,2,2,5,At Risk
49a759a7,248,1,9.47,1,2,1,4,At Risk
49d60975,196,1,210.76,2,2,3,7,Potential Loyalists
49efd7a0,112,1,115.99,3,2,2,7,Potential Loyalists
4a370dca,281,1,179.32,1,2,2,5,At Risk
4a66b400,249,1,214.78,1,2,3,6,Potential Loyalists
4a680801,193,1,101.9,2,2,1,5,At Risk
4a81e87c,7,1,38.72,4,2,1,7,Potential Loyalists
4ab2d973,228,1,306.95,2,2,4,8,Loyal Customers
4ad92ea0,257,1,217.54,1,2,3,6,Potential Loyalists
4ae01f60,110,1,214.72,3,2,3,8,Loyal Customers
4aefa8a6,276,1,72.78,1,2,1,4,At Risk
4afdef19,319,1,289.34,1,2,3,6,Potential Loyalists
4b1faad3,148,1,139.82,3,2,2,7,Potential Loyalists
4b218561,266,1,302.9,1,2,3,6,Potential Loyalists
4b3462c8,297,1,242.32,1,2,3,6,Potential Loyalists
4b3752aa,261,1,84.77,1,2,1,4,At Risk
4b510e17,98,1,169.92,3,2,2,7,Potential Loyalists
4b6d41b3,90,1,349.16,3,2,4,9,Loyal Customers
4b8a3ce1,48,1,44.29,4,2,1,7,Potential Loyalists
4ba91354,8,1,209.78,4,2,3,9,Loyal Customers
4bb60db5,38,1,206.19,4,2,3,9,Loyal Customers
4bd289dd,244,1,84.9,1,2,1,4,At Risk
4bd29822,194,1,251.66,2,2,3,7,Potential Loyalists
4bd454f2,310,1,200.77,1,2,3,6,Potential Loyalists
4be691f6,61,1,106.65,4,2,2,8,Loyal Customers
4c20ca93,271,1,220.55,1,2,3,6,Potential Loyalists
4c258f55,132,1,155.99,3,2,2,7,Potential Loyalists
4c2e1ade,72,1,286.01,4,2,3,9,Loyal Customers
4c326c0f,26,1,286.23,4,2,3,9,Loyal Customers
4c3cdcb6,258,1,21.2,1,2,1,4,At Risk
4c3ee940,93,1,259.21,3,2,3,8,Loyal Customers
4c48c374,253,1,145.56,1,2,2,5,At Risk
4c628b08,226,1,448.73,2,2,4,8,Loyal Customers
4c71ecf8,66,1,26.18,4,2,1,7,Potential Loyalists
4c8025bd,254,1,239.78,1,2,3,6,Potential Loyalists
4c81ef62,61,1,153.39,4,2,2,8,Loyal Customers
4c8e1f57,229,1,313.78,2,2,4,8,Loyal Customers
4c90253a,244,1,180.82,1,2,2,5,At Risk
4c95d133,49,1,9.39,4,2,1,7,Potential Loyalists
4cc8d249,144,1,129.08,3,2,2,7,Potential Loyalists
4ce205d9,115,1,251.92,3,2,3,8,Loyal Customers
4ce70e71,89,1,123.94,3,2,2,7,Potential Loyalists
4ceafc78,226,1,318.51,2,2,4,8,Loyal Customers
4d00dadf,187,1,281.71,2,2,3,7,Potential Loyalists
4d056465,211,1,13.98,2,2,1,5,At Risk
4d08b875,296,1,227.39,1,2,3,6,Potential Loyalists
4d16cbf8,323,1,298.47,1,2,3,6,Potential Loyalists
4d1703a4,319,1,219.69,1,2,3,6,Potential Loyalists
4d1a715f,175,1,197.66,2,2,2,6,Potential Loyalists
4d2c701a,35,1,184.5,4,2,2,8,Loyal Customers
4d2cd201,158,1,18.84,3,2,1,6,Potential Loyalists
4d481030,212,1,249.51,2,2,3,7,Potential Loyalists
4d48ec1e,127,1,155.98,3,2,2,7,Potential Loyalists
4d5cef27,258,1,130.6,1,2,2,5,At Risk
4d7042f4,94,1,244.71,3,2,3,8,Loyal Customers
4d77d1d3,205,1,352.67,2,2,4,8,Loyal Customers
4e082c18,298,1,284.55,1,2,3,6,Potential Loyalists
4e1df27e,300,1,115.48,1,2,2,5,At Risk
4e2147a2,298,1,91.32,1,2,1,4,At Risk
4e3ab5bd,241,1,125.32,2,2,2,6,Potential Loyalists
4e3b823e,318,1,54.03,1,2,1,4,At Risk
4e3dd393,298,1,295.74,1,2,3,6,Potential Loyalists
4e3e6bab,187,1,126.66,2,2,2,6,Potential Loyalists
4e4016fc,84,1,53.58,3,2,1,6,Potential Loyalists
4e432e36,113,1,310.25,3,2,4,9,Loyal Customers
4e493c65,167,1,402.38,2,2,4,8,Loyal Customers
4e5b9aa9,56,1,108.14,4,2,2,8,Loyal Customers
4e5efb67,116,1,98.06,3,2,1,6,Potential Loyalists
4e6186ba,202,1,22.91,2,2,1,5,At Risk
4e664463,243,1,149.1,2,2,2,6,Potential Loyalists
4e69c8b2,232,1,172.5,2,2,2,6,Potential Loyalists
4e781226,79,1,344.57,4,2,4,10,Champions
4e8a8ff2,185,1,273.42,2,2,3,7,Potential Loyalists
4ea030a8,7,1,26.22,4,2,1,7,Potential Loyalists
4ea11ef1,36,1,448.45,4,2,4,10,Champions
4eada12f,261,1,204.56,1,2,3,6,Potential Loyalists
4ec1bc01,245,1,104.11,1,2,1,4,At Risk
4ec2b2be,6,1,149.01,4,2,2,8,Loyal Customers
4ec47a3b,313,1,74.53,1,2,1,4,At Risk
4ec6ded9,109,1,221.53,3,2,3,8,Loyal Customers
4f12428e,47,1,80.47,4,2,1,7,Potential Loyalists
4f231045,33,1,421.65,4,2,4,10,Champions
4f2da9a6,93,1,177.54,3,2,2,7,Potential Loyalists
4f4e3013,164,1,199.47,2,2,3,7,Potential Loyalists
4f561f14,171,1,193.68,2,2,2,6,Potential Loyalists
4f56d40d,189,1,181.69,2,2,2,6,Potential Loyalists
4f782125,238,1,211.97,2,2,3,7,Potential Loyalists
4f804eec,25,1,458.94,4,2,4,10,Champions
4f842250,306,1,408.99,1,2,4,7,Potential Loyalists
4f915eae,209,1,352.62,2,2,4,8,Loyal Customers
4f99b5dc,123,1,211.62,3,2,3,8,Loyal Customers
4fa93089,202,1,275.0,2,2,3,7,Potential Loyalists
4fd21482,258,1,454.69,1,2,4,7,Potential Loyalists
4fd7dd5f,10,1,267.85,4,2,3,9,Loyal Customers
4fdb0ac1,23,1,98.93,4,2,1,7,Potential Loyalists
4ff0d6a8,36,1,229.65,4,2,3,9,Loyal Customers
4ff8266f,103,1,367.22,3,2,4,9,Loyal Customers
500dfa44,98,1,15.56,3,2,1,6,Potential Loyalists
501af596,228,1,94.09,2,2,1,5,At Risk
501b16d8,227,1,356.84,2,2,4,8,Loyal Customers
50483cad,267,1,200.74,1,2,3,6,Potential Loyalists
50540d6b,138,1,229.44,3,2,3,8,Loyal Customers
50793953,228,1,115.81,2,2,2,6,Potential Loyalists
5081323a,27,1,243.65,4,2,3,9,Loyal Customers
5098abbf,231,1,416.01,2,2,4,8,Loyal Customers
50a7e7f0,171,1,49.1,2,2,1,5,At Risk
50bd549d,74,1,387.33,4,2,4,10,Champions
50d575f9,284,1,54.98,1,2,1,4,At Risk
50d80b4e,155,1,40.71,3,2,1,6,Potential Loyalists
50e8f967,117,1,146.74,3,2,2,7,Potential Loyalists
511a8887,211,1,402.83,2,2,4,8,Loyal Customers
5132665b,102,1,182.35,3,2,2,7,Potential Loyalists
51333644,74,1,304.6,4,2,4,10,Champions
51363656,149,1,154.82,3,2,2,7,Potential Loyalists
5136adde,198,1,34.01,2,2,1,5,At Risk
514c5365,164,1,31.98,2,2,1,5,At Risk
515c7dbf,23,1,199.86,4,2,3,9,Loyal Customers
515fe1e7,312,1,136.05,1,2,2,5,At Risk
519d967d,87,1,115.37,3,2,2,7,Potential Loyalists
51a1d498,12,1,359.45,4,2,4,10,Champions
51b8659f,310,1,201.23,1,2,3,6,Potential Loyalists
51d656fb,55,1,215.91,4,2,3,9,Loyal Customers
51dacac1,270,1,350.3,1,2,4,7,Potential Loyalists
51dc4386,59,1,220.25,4,2,3,9,Loyal Customers
51f581e6,116,1,65.53,3,2,1,6,Potential Loyalists
51fe1422,276,1,87.29,1,2,1,4,At Risk
5203df6d,43,1,27.19,4,2,1,7,Potential Loyalists
52186fe6,195,1,147.26,2,2,2,6,Potential Loyalists
521da082,324,1,150.12,1,2,2,5,At Risk
52345814,270,1,139.84,1,2,2,5,At Risk
523cceca,201,1,327.61,2,2,4,8,Loyal Customers
52516742,305,1,11.09,1,2,1,4,At Risk
526f0441,53,1,7.49,4,2,1,7,Potential Loyalists
527b7e45,312,1,213.59,1,2,3,6,Potential Loyalists
527b9c2d,254,1,394.96,1,2,4,7,Potential Loyalists
529c1482,321,1,234.39,1,2,3,6,Potential Loyalists
52a3c1ff,86,1,209.52,3,2,3,8,Loyal Customers
52a481f3,32,1,211.31,4,2,3,9,Loyal Customers
52afc672,237,1,332.47,2,2,4,8,Loyal Customers
52b0c046,297,1,210.04,1,2,3,6,Potential Loyalists
52b9a923,183,1,210.4,2,2,3,7,Potential Loyalists
52cb0816,304,1,276.43,1,2,3,6,Potential Loyalists
52d2c78c,20,1,354.74,4,2,4,10,Champions
52ee67bc,11,1,425.81,4,2,4,10,Champions
531b6e08,291,1,300.7,1,2,3,6,Potential Loyalists
53449dab,278,1,432.76,1,2,4,7,Potential Loyalists
5390cbdf,314,1,125.2,1,2,2,5,At Risk
53ac6649,160,1,36.46,3,2,1,6,Potential Loyalists
53b0ac5a,22,1,176.92,4,2,2,8,Loyal Customers
53c0836e,196,1,89.32,2,2,1,5,At Risk
53cc320d,164,1,406.82,2,2,4,8,Loyal Customers
53df76f4,71,1,397.31,4,2,4,10,Champions
53e1818f,287,1,243.47,1,2,3,6,Potential Loyalists
540687b1,249,1,325.7,1,2,4,7,Potential Loyalists
541f1998,288,1,189.53,1,2,2,5,At Risk
54274aa6,102,1,405.93,3,2,4,9,Loyal Customers
5430451c,38,1,269.27,4,2,3,9,Loyal Customers
5437e569,315,1,83.14,1,2,1,4,At Risk
543db6cb,17,1,457.16,4,2,4,10,Champions
54496df2,100,1,155.19,3,2,2,7,Potential Loyalists
54514b05,67,1,122.79,4,2,2,8,Loyal Customers
5473dd0f,275,1,38.09,1,2,1,4,At Risk
54a54d00,184,1,115.35,2,2,2,6,Potential Loyalists
54b00d9c,61,1,350.37,4,2,4,10,Champions
54b16993,147,1,211.4,3,2,3,8,Loyal Customers
54b284dd,213,1,228.56,2,2,3,7,Potential Loyalists
54caabdb,316,1,90.09,1,2,1,4,At Risk
54f1cc93,174,1,238.3,2,2,3,7,Potential Loyalists
551167cb,322,1,353.08,1,2,4,7,Potential Loyalists
5516b600,207,1,140.8,2,2,2,6,Potential Loyalists
551a42ec,171,1,166.22,2,2,2,6,Potential Loyalists
55238433,69,1,183.81,4,2,2,8,Loyal Customers
557f87a5,213,1,182.93,2,2,2,6,Potential Loyalists
559fa173,240,1,199.42,2,2,3,7,Potential Loyalists
55ade9bd,71,1,257.48,4,2,3,9,Loyal Customers
55f14e41,298,1,259.1,1,2,3,6,Potential Loyalists
560370a9,313,1,199.91,1,2,3,6,Potential Loyalists
562cdfd2,136,1,412.28,3,2,4,9,Loyal Customers
56606aa9,73,1,74.66,4,2,1,7,Potential Loyalists
5679d9a7,204,1,146.38,2,2,2,6,Potential Loyalists
56813cff,65,1,174.94,4,2,2,8,Loyal Customers
56949334,183,1,365.77,2,2,4,8,Loyal Customers
56b9b6e6,88,1,335.09,3,2,4,9,Loyal Customers
56c5b09e,282,1,89.73,1,2,1,4,At Risk
56c6e554,175,1,114.31,2,2,2,6,Potential Loyalists
56c899ff,259,1,151.87,1,2,2,5,At Risk
56cc761e,6,1,159.75,4,2,2,8,Loyal Customers
56e37721,199,1,90.24,2,2,1,5,At Risk
57408fc1,264,1,156.44,1,2,2,5,At Risk
5740a88b,278,1,111.34,1,2,2,5,At Risk
57435261,18,1,202.88,4,2,3,9,Loyal Customers
574e5f84,50,1,303.26,4,2,3,9,Loyal Customers
575a90ff,182,1,307.32,2,2,4,8,Loyal Customers
57633cda,70,1,161.81,4,2,2,8,Loyal Customers
5767f51e,245,1,444.98,1,2,4,7,Potential Loyalists
577a37c4,111,1,218.75,3,2,3,8,Loyal Customers
5790d253,53,1,71.16,4,2,1,7,Potential Loyalists
57c601ea,293,1,265.6,1,2,3,6,Potential Loyalists
57c89f75,19,1,328.63,4,2,4,10,Champions
57cf5b46,117,1,142.94,3,2,2,7,Potential Loyalists
57db9bf5,277,1,327.53,1,2,4,7,Potential Loyalists
57dcfe4f,313,1,435.45,1,2,4,7,Potential Loyalists
5840fb85,200,1,218.3,2,2,3,7,Potential Loyalists
5842f35e,182,1,86.23,2,2,1,5,At Risk
586c3197,279,1,204.87,1,2,3,6,Potential Loyalists
58ced1cb,298,1,142.27,1,2,2,5,At Risk
58e5b2b1,259,1,346.24,1,2,4,7,Potential Loyalists
58e6ca04,133,1,59.98,3,2,1,6,Potential Loyalists
5922b060,303,1,59.95,1,2,1,4,At Risk
592685a3,222,1,161.32,2,2,2,6,Potential Loyalists
5930f5c1,49,1,203.84,4,2,3,9,Loyal Customers
59417bfd,18,1,131.62,4,2,2,8,Loyal Customers
594294be,170,1,200.26,2,2,3,7,Potential Loyalists
594531a2,211,1,462.61,2,2,4,8,Loyal Customers
5984c518,278,1,332.57,1,2,4,7,Potential Loyalists
598efd02,197,1,201.37,2,2,3,7,Potential Loyalists
599dbf81,168,1,295.41,2,2,3,7,Potential Loyalists
59ace126,122,1,359.05,3,2,4,9,Loyal Customers
59b1a413,248,1,163.83,1,2,2,5,At Risk
59d6802d,325,1,225.37,1,2,3,6,Potential Loyalists
59dce1d0,88,1,115.13,3,2,2,7,Potential Loyalists
59dd175f,250,1,122.61,1,2,2,5,At Risk
59e8d716,102,1,19.08,3,2,1,6,Potential Loyalists
5a02a69f,49,1,232.44,4,2,3,9,Loyal Customers
5a055948,137,1,220.2,3,2,3,8,Loyal Customers
5a1d9851,194,1,191.04,2,2,2,6,Potential Loyalists
5a2835a0,134,1,233.68,3,2,3,8,Loyal Customers
5a3a8a84,52,1,43.03,4,2,1,7,Potential Loyalists
5a3d3299,268,1,358.86,1,2,4,7,Potential Loyalists
5a406d56,74,1,11.08,4,2,1,7,Potential Loyalists
5a5e5be2,276,1,316.62,1,2,4,7,Potential Loyalists
5a627202,157,1,93.49,3,2,1,6,Potential Loyalists
5a96e989,289,1,338.75,1,2,4,7,Potential Loyalists
5a9a1268,1,1,225.48,4,2,3,9,Loyal Customers
5aa04d8b,257,1,311.9,1,2,4,7,Potential Loyalists
5aa5b49a,90,1,346.31,3,2,4,9,Loyal Customers
5ad47c7e,287,1,219.81,1,2,3,6,Potential Loyalists
5afb864f,214,1,49.05,2,2,1,5,At Risk
5b28ef12,263,1,27.83,1,2,1,4,At Risk
5b662387,16,1,180.13,4,2,2,8,Loyal Customers
5b67f35f,179,1,281.07,2,2,3,7,Potential Loyalists
5b8004ef,151,1,303.28,3,2,3,8,Loyal Customers
5bac2533,288,1,377.34,1,2,4,7,Potential Loyalists
5bad336b,211,1,284.64,2,2,3,7,Potential Loyalists
5bbe6af5,295,1,353.49,1,2,4,7,Potential Loyalists
5bc7097b,1,1,77.51,4,2,1,7,Potential Loyalists
5bc9bcc6,174,1,268.18,2,2,3,7,Potential Loyalists
5bf29639,120,1,214.92,3,2,3,8,Loyal Customers
5bf80274,212,1,383.56,2,2,4,8,Loyal Customers
5c010a41,61,1,134.97,4,2,2,8,Loyal Customers
5c28156c,229,1,137.57,2,2,2,6,Potential Loyalists
5c2f954d,23,1,279.77,4,2,3,9,Loyal Customers
5c426b3f,253,1,344.62,1,2,4,7,Potential Loyalists
5c4cc9cd,9,1,237.27,4,2,3,9,Loyal Customers
5c528d02,210,1,206.8,2,2,3,7,Potential Loyalists
5c591a5c,42,1,417.54,4,2,4,10,Champions
5c5c3e7d,105,1,160.97,3,2,2,7,Potential Loyalists
5c5fea0a,92,1,468.43,3,2,4,9,Loyal Customers
5c82e80d,130,1,187.57,3,2,2,7,Potential Loyalists
5c93bd47,194,1,310.72,2,2,4,8,Loyal Customers
5cb4b14a,195,1,9.88,2,2,1,5,At Risk
5ccab37f,283,1,67.68,1,2,1,4,At Risk
5ce6d140,324,1,210.42,1,2,3,6,Potential Loyalists
5cf1d75f,100,1,305.3,3,2,4,9,Loyal Customers
5cfc1b16,59,1,135.01,4,2,2,8,Loyal Customers
5d2e84b4,34,1,200.28,4,2,3,9,Loyal Customers
5d31e0f4,318,1,364.97,1,2,4,7,Potential Loyalists
5d42a5ff,326,1,162.22,1,2,2,5,At Risk
5d45dd12,124,1,256.89,3,2,3,8,Loyal Customers
5d5b3af7,171,1,196.59,2,2,2,6,Potential Loyalists
5d67c05b,74,1,474.41,4,2,4,10,Champions
5d999231,314,1,96.58,1,2,1,4,At Risk
5ddf14d8,48,1,215.97,4,2,3,9,Loyal Customers
5dee981a,198,1,143.31,2,2,2,6,Potential Loyalists
5e088877,157,1,253.36,3,2,3,8,Loyal Customers
5e123a81,253,1,37.43,1,2,1,4,At Risk
5e1614df,96,1,230.33,3,2,3,8,Loyal Customers
5e31c73f,68,1,215.82,4,2,3,9,Loyal Customers
5e4766ea,313,1,97.91,1,2,1,4,At Risk
5e539ac8,20,1,279.93,4,2,3,9,Loyal Customers
5e6c1d1c,76,1,172.15,4,2,2,8,Loyal Customers
5e8aed36,217,1,254.03,2,2,3,7,Potential Loyalists
5e8e658d,236,1,228.34,2,2,3,7,Potential Loyalists
5e956744,58,1,393.29,4,2,4,10,Champions
5ecc6de9,50,1,181.35,4,2,2,8,Loyal Customers
5ed3f96c,187,1,162.18,2,2,2,6,Potential Loyalists
5efa07f9,187,1,394.25,2,2,4,8,Loyal Customers
5f0349f1,203,1,29.27,2,2,1,5,At Risk
5f0bbdfb,299,1,157.28,1,2,2,5,At Risk
5f245ccc,241,1,248.76,2,2,3,7,Potential Loyalists
5f28d20d,239,1,296.07,2,2,3,7,Potential Loyalists
5f478ba7,318,1,123.79,1,2,2,5,At Risk
5f4c9a63,279,1,322.62,1,2,4,7,Potential Loyalists
5f51da20,259,1,144.55,1,2,2,5,At Risk
5f57fbd4,257,1,78.82,1,2,1,4,At Risk
5f605a18,254,1,139.62,1,2,2,5,At Risk
5f605f60,75,1,343.38,4,2,4,10,Champions
5f6aef16,27,1,183.45,4,2,2,8,Loyal Customers
5f7e6988,257,1,148.23,1,2,2,5,At Risk
5f7fa070,177,1,141.48,2,2,2,6,Potential Loyalists
5f80fc1b,284,1,250.78,1,2,3,6,Potential Loyalists
5f938952,133,1,43.64,3,2,1,6,Potential Loyalists
5f990d55,61,1,131.62,4,2,2,8,Loyal Customers
5f9b4c27,95,1,417.45,3,2,4,9,Loyal Customers
5fa7759a,244,1,9.68,1,2,1,4,At Risk
5fbd3fd3,94,1,149.98,3,2,2,7,Potential Loyalists
602ca4e7,311,1,467.38,1,2,4,7,Potential Loyalists
60473d61,214,1,84.06,2,2,1,5,At Risk
604ceef7,134,1,388.27,3,2,4,9,Loyal Customers
60560203,204,1,307.37,2,2,4,8,Loyal Customers
608c2f04,276,1,219.61,1,2,3,6,Potential Loyalists
60b3a0d1,25,1,197.76,4,2,2,8,Loyal Customers
60c95485,237,1,218.86,2,2,3,7,Potential Loyalists
60dd4207,190,1,163.54,2,2,2,6,Potential Loyalists
60df4c06,294,1,233.48,1,2,3,6,Potential Loyalists
611f07b5,133,1,150.27,3,2,2,7,Potential Loyalists
6142601c,249,1,44.75,1,2,1,4,At Risk
6142fb57,242,1,196.12,2,2,2,6,Potential Loyalists
61516c8d,268,1,235.26,1,2,3,6,Potential Loyalists
616c7917,57,1,66.0,4,2,1,7,Potential Loyalists
616fca83,36,1,232.99,4,2,3,9,Loyal Customers
61780cc4,115,1,353.16,3,2,4,9,Loyal Customers
6184077e,68,1,22.07,4,2,1,7,Potential Loyalists
618b72c3,207,1,420.41,2,2,4,8,Loyal Customers
61b0a56f,125,1,427.97,3,2,4,9,Loyal Customers
61dabebb,198,1,211.77,2,2,3,7,Potential Loyalists
61f64557,138,1,308.54,3,2,4,9,Loyal Customers
6206893b,84,1,126.9,3,2,2,7,Potential Loyalists
6211b620,309,1,180.77,1,2,2,5,At Risk
62577c4e,132,1,141.15,3,2,2,7,Potential Loyalists
6258f6d7,117,1,266.36,3,2,3,8,Loyal Customers
6266c8eb,81,1,305.6,3,2,4,9,Loyal Customers
6281837d,253,1,308.27,1,2,4,7,Potential Loyalists
62a96dcf,268,1,143.47,1,2,2,5,At Risk
62c9beef,44,1,331.38,4,2,4,10,Champions
6304ddb4,41,1,255.51,4,2,3,9,Loyal Customers
63080f53,226,1,169.11,2,2,2,6,Potential Loyalists
6328bc7c,133,1,154.19,3,2,2,7,Potential Loyalists
633b01bf,174,1,40.35,2,2,1,5,At Risk
63458493,266,1,51.34,1,2,1,4,At Risk
63536a72,292,1,196.81,1,2,2,5,At Risk
635563e5,177,1,434.47,2,2,4,8,Loyal Customers
635a5c98,256,1,246.32,1,2,3,6,Potential Loyalists
635d1b34,279,1,420.22,1,2,4,7,Potential Loyalists
635f84d0,131,1,190.87,3,2,2,7,Potential Loyalists
6365cc96,144,1,18.7,3,2,1,6,Potential Loyalists
